date,Ibex 35,ibex 35 down,credito,recesión,Ibex 35%,ibex 35 down%,credito%,recesión%
2017-09-26,43,0,92,18,-2.27,0.0,3.37,1800000.0
2017-09-27,47,0,93,12,9.3,0.0,1.09,-33.33
2017-09-28,50,0,91,24,6.38,0.0,-2.15,99.99
2017-09-29,52,0,92,13,4.0,0.0,1.1,-45.83
2017-09-30,8,0,72,14,-84.61,0.0,-21.74,7.69
2017-10-01,5,0,57,7,-37.5,0.0,-20.83,-50.0
2017-10-02,61,0,93,0,1119.78,0.0,63.16,-99.99
2017-10-03,59,0,97,6,-3.28,0.0,4.3,600000.0
2017-10-04,72,0,100,12,22.03,0.0,3.09,99.98
2017-10-05,92,0,92,24,27.78,0.0,-8.0,99.99
2017-10-06,72,0,91,31,-21.74,0.0,-1.09,29.17
2017-10-07,8,0,68,7,-88.89,0.0,-25.27,-77.42
2017-10-08,6,0,59,27,-25.0,0.0,-13.24,285.67
2017-10-09,59,0,91,18,883.19,0.0,54.24,-33.33
2017-10-10,59,91,94,12,0.0,9100000.0,3.3,-33.33
2017-10-11,66,0,95,30,11.86,-100.0,1.06,149.99
2017-10-12,32,0,85,6,-51.51,0.0,-10.53,-80.0
2017-10-13,49,0,88,55,53.12,0.0,3.53,816.53
2017-10-14,8,0,70,7,-83.67,0.0,-20.45,-87.27
2017-10-15,5,0,55,14,-37.5,0.0,-21.43,99.99
2017-10-16,45,0,90,6,799.84,0.0,63.64,-57.14
2017-10-17,48,0,100,18,6.67,0.0,11.11,199.97
2017-10-18,51,0,97,36,6.25,0.0,-3.0,99.99
2017-10-19,53,0,94,30,3.92,0.0,-3.09,-16.67
2017-10-20,56,0,91,19,5.66,0.0,-3.19,-36.67
2017-10-21,7,0,69,34,-87.5,0.0,-24.18,78.94
2017-10-22,4,0,59,13,-42.85,0.0,-14.49,-61.76
2017-10-23,46,90,92,11,1049.74,9000000.0,55.93,-15.38
2017-10-24,48,0,93,27,4.35,-100.0,1.09,145.44
2017-10-25,50,0,92,5,4.17,0.0,-1.08,-81.48
2017-10-26,78,0,92,11,56.0,0.0,0.0,119.98
2017-10-27,100,0,87,11,28.2,0.0,-5.43,0.0
2017-10-28,10,0,66,19,-90.0,0.0,-24.14,72.72
2017-10-29,5,0,55,36,-50.0,0.0,-16.67,89.47
2017-10-30,65,0,91,27,1199.76,0.0,65.45,-25.0
2017-10-31,66,0,89,16,1.54,0.0,-2.2,-40.74
2017-11-01,48,0,81,28,-27.27,0.0,-8.99,75.0
2017-11-02,59,0,80,27,22.92,0.0,-1.23,-3.57
2017-11-03,57,0,90,23,-3.39,0.0,12.5,-14.81
2017-11-04,8,0,69,12,-85.96,0.0,-23.33,-47.82
2017-11-05,5,0,57,6,-37.5,0.0,-17.39,-50.0
2017-11-06,49,0,88,10,879.82,0.0,54.39,66.66
2017-11-07,49,0,94,32,0.0,0.0,6.82,219.98
2017-11-08,48,0,96,11,-2.04,0.0,2.13,-65.62
2017-11-09,50,0,93,16,4.17,0.0,-3.12,45.45
2017-11-10,47,0,90,17,-6.0,0.0,-3.23,6.25
2017-11-11,5,0,69,18,-89.36,0.0,-23.33,5.88
2017-11-12,3,0,56,12,-39.99,0.0,-18.84,-33.33
2017-11-13,49,0,88,37,1532.82,0.0,57.14,208.32
2017-11-14,54,0,92,16,10.2,0.0,4.55,-56.76
2017-11-15,51,0,90,27,-5.56,0.0,-2.17,68.75
2017-11-16,55,0,95,5,7.84,0.0,5.56,-81.48
2017-11-17,52,0,95,11,-5.45,0.0,0.0,119.98
2017-11-18,7,0,69,12,-86.54,0.0,-27.37,9.09
2017-11-19,3,0,59,6,-57.13,0.0,-14.49,-50.0
2017-11-20,51,0,88,11,1599.47,0.0,49.15,83.32
2017-11-21,49,0,96,37,-3.92,0.0,9.09,236.34
2017-11-22,54,0,95,38,10.2,0.0,-1.04,2.7
2017-11-23,48,0,94,16,-11.11,0.0,-1.05,-57.89
2017-11-24,48,0,92,45,0.0,0.0,-2.13,181.24
2017-11-25,5,0,69,12,-89.58,0.0,-25.0,-73.33
2017-11-26,5,0,60,18,0.0,0.0,-13.04,50.0
2017-11-27,46,0,87,31,819.84,0.0,45.0,72.22
2017-11-28,47,0,95,21,2.17,0.0,9.2,-32.26
2017-11-29,52,0,91,26,10.64,0.0,-4.21,23.81
2017-11-30,51,0,89,21,-1.92,0.0,-2.2,-19.23
2017-12-01,45,0,86,6,-11.76,0.0,-3.37,-71.43
2017-12-02,6,0,66,18,-86.66,0.0,-23.26,199.97
2017-12-03,4,0,54,0,-33.33,0.0,-18.18,-99.99
2017-12-04,48,0,89,5,1099.73,0.0,64.81,500000.0
2017-12-05,45,0,91,21,-6.25,0.0,2.25,319.94
2017-12-06,26,0,89,0,-42.22,0.0,-2.2,-100.0
2017-12-07,45,0,85,16,73.07,0.0,-4.49,1600000.0
2017-12-08,40,0,72,45,-11.11,0.0,-15.29,181.24
2017-12-09,7,0,59,6,-82.5,0.0,-18.06,-86.66
2017-12-10,4,0,53,12,-42.85,0.0,-10.17,99.98
2017-12-11,44,0,85,16,999.75,0.0,60.38,33.33
2017-12-12,47,0,88,100,6.82,0.0,3.53,524.97
2017-12-13,47,0,88,26,0.0,0.0,0.0,-74.0
2017-12-14,47,0,88,32,0.0,0.0,0.0,23.08
2017-12-15,44,95,89,39,-6.38,9500000.0,1.14,21.87
2017-12-16,6,0,64,12,-86.36,-100.0,-28.09,-69.23
2017-12-17,6,0,53,19,0.0,0.0,-17.19,58.33
2017-12-18,42,0,85,21,599.9,0.0,60.38,10.53
2017-12-19,47,0,86,27,11.9,0.0,1.18,28.57
2017-12-20,45,0,87,6,-4.26,0.0,1.16,-77.77
2017-12-21,51,0,84,0,13.33,0.0,-3.45,-99.98
2017-12-22,55,0,77,6,7.84,0.0,-8.33,600000.0
2017-12-23,8,0,53,0,-85.45,0.0,-31.17,-99.98
2017-12-24,4,0,41,0,-49.99,0.0,-22.64,0.0
2017-12-25,6,0,35,0,49.99,0.0,-14.63,0.0
2017-12-26,28,0,78,0,366.61,0.0,122.85,0.0
2017-12-27,50,0,91,11,78.57,0.0,16.67,1100000.0
2017-12-28,46,0,87,6,-8.0,0.0,-4.4,-45.45
2017-12-29,46,0,82,0,0.0,0.0,-5.75,-99.98
2017-12-30,7,0,59,6,-84.78,0.0,-28.05,600000.0
2017-12-31,4,0,41,13,-42.85,0.0,-30.51,116.65
2018-01-01,5,0,36,6,24.99,0.0,-12.19,-53.84
2018-01-02,48,0,85,11,859.83,0.0,136.11,83.32
2018-01-03,47,0,91,0,-2.08,0.0,7.06,-99.99
2018-01-04,52,0,91,0,10.64,0.0,0.0,0.0
2018-01-05,55,0,83,0,5.77,0.0,-8.79,0.0
2018-01-06,7,0,60,6,-87.27,0.0,-27.71,600000.0
2018-01-07,5,0,55,18,-28.57,0.0,-8.33,199.97
2018-01-08,52,0,87,0,939.81,0.0,58.18,-99.99
2018-01-09,50,0,94,16,-3.85,0.0,8.05,1600000.0
2018-01-10,54,0,92,5,8.0,0.0,-2.13,-68.75
2018-01-11,59,0,91,0,9.26,0.0,-1.09,-99.98
2018-01-12,59,0,87,11,0.0,0.0,-4.4,1100000.0
2018-01-13,6,0,67,0,-89.83,0.0,-22.99,-99.99
2018-01-14,3,100,56,6,-49.99,10000000.0,-16.42,600000.0
2018-01-15,52,0,96,26,1632.79,-100.0,71.43,333.28
2018-01-16,57,87,93,15,9.62,8700000.0,-3.12,-42.31
2018-01-17,56,0,89,26,-1.75,-100.0,-4.3,73.33
2018-01-18,52,0,87,15,-7.14,0.0,-2.25,-42.31
2018-01-19,44,0,85,49,-15.38,0.0,-2.3,226.65
2018-01-19,44,0,85,37,0.0,0.0,0.0,-24.49
2018-01-19,44,0,86,49,0.0,0.0,1.18,32.43
2018-01-19,44,0,86,37,0.0,0.0,0.0,-24.49
2018-01-19,44,0,85,49,0.0,0.0,-1.16,32.43
2018-01-19,44,0,85,37,0.0,0.0,0.0,-24.49
2018-01-19,44,0,86,49,0.0,0.0,1.18,32.43
2018-01-19,44,0,86,37,0.0,0.0,0.0,-24.49
2018-01-19,51,0,85,49,15.91,0.0,-1.16,32.43
2018-01-19,51,0,85,37,0.0,0.0,0.0,-24.49
2018-01-19,51,0,86,49,0.0,0.0,1.18,32.43
2018-01-19,51,0,86,37,0.0,0.0,0.0,-24.49
2018-01-19,51,0,85,49,0.0,0.0,-1.16,32.43
2018-01-19,51,0,85,37,0.0,0.0,0.0,-24.49
2018-01-19,51,0,86,49,0.0,0.0,1.18,32.43
2018-01-19,51,0,86,37,0.0,0.0,0.0,-24.49
2018-01-20,4,0,65,0,-92.16,0.0,-24.42,-100.0
2018-01-21,3,0,52,30,-24.99,0.0,-20.0,3000000.0
2018-01-22,47,0,88,20,1466.18,0.0,69.23,-33.33
2018-01-23,46,0,92,20,-2.13,0.0,4.55,0.0
2018-01-24,47,0,87,13,2.17,0.0,-5.43,-35.0
2018-01-25,46,0,86,34,-2.13,0.0,-1.15,161.53
2018-01-26,49,0,85,14,6.52,0.0,-1.16,-58.82
2018-01-27,6,0,62,15,-87.75,0.0,-27.06,7.14
2018-01-28,4,0,53,38,-33.33,0.0,-14.52,153.32
2018-01-29,43,0,85,27,974.76,0.0,60.38,-28.95
2018-01-30,41,0,90,40,-4.65,0.0,5.88,48.15
2018-01-31,43,0,86,46,4.88,0.0,-4.44,15.0
2018-02-01,46,30,88,13,6.98,3000000.0,2.33,-71.74
2018-02-02,47,0,87,28,2.17,-100.0,-1.14,115.38
2018-02-03,5,0,64,15,-89.36,0.0,-26.44,-46.43
2018-02-04,3,0,51,15,-39.99,0.0,-20.31,0.0
2018-02-05,42,0,82,40,1299.57,0.0,60.78,166.66
2018-02-06,70,30,93,33,66.67,3000000.0,13.41,-17.5
2018-02-07,61,30,88,27,-12.86,0.0,-5.38,-18.18
2018-02-08,56,94,91,62,-8.2,213.33,3.41,129.62
2018-02-09,59,0,86,35,5.36,-100.0,-5.49,-43.55
2018-02-10,5,0,66,23,-91.52,0.0,-23.26,-34.28
2018-02-11,5,0,53,8,0.0,0.0,-19.7,-65.21
2018-02-12,63,62,76,14,1159.77,6200000.0,43.4,74.99
2018-02-13,56,31,75,34,-11.11,-50.0,-1.32,142.85
2018-02-14,56,31,86,14,0.0,0.0,14.67,-58.82
2018-02-15,58,0,96,48,3.57,-100.0,11.63,242.84
2018-02-16,49,0,92,21,-15.52,0.0,-4.17,-56.25
2018-02-17,7,0,69,8,-85.71,0.0,-25.0,-61.9
2018-02-18,4,0,58,15,-42.85,0.0,-15.94,87.49
2018-02-19,53,0,92,20,1224.69,0.0,58.62,33.33
2018-02-20,48,0,93,47,-9.43,0.0,1.09,134.99
2018-02-21,50,0,93,33,4.17,0.0,0.0,-29.79
2018-02-22,54,31,92,34,8.0,3100000.0,-1.08,3.03
2018-02-23,50,0,88,28,-7.41,-100.0,-4.35,-17.65
2018-02-24,6,0,65,0,-88.0,0.0,-26.14,-100.0
2018-02-25,4,0,55,15,-33.33,0.0,-15.38,1500000.0
2018-02-26,49,0,90,33,1124.72,0.0,63.64,119.99
2018-02-27,55,0,94,33,12.24,0.0,4.44,0.0
2018-02-28,45,0,93,46,-18.18,0.0,-1.06,39.39
2018-03-01,45,0,92,26,0.0,0.0,-1.08,-43.48
2018-03-02,49,95,90,7,8.89,9500000.0,-2.17,-73.07
2018-03-03,7,0,68,8,-85.71,-100.0,-24.44,14.28
2018-03-04,4,0,53,7,-42.85,0.0,-22.06,-12.5
2018-03-05,48,91,89,53,1099.73,9100000.0,67.92,657.05
2018-03-06,48,0,90,39,0.0,-100.0,1.12,-26.41
2018-03-07,47,0,88,20,-2.08,0.0,-2.22,-48.72
2018-03-08,48,0,87,40,2.13,0.0,-1.14,100.0
2018-03-09,47,32,87,28,-2.08,3200000.0,0.0,-30.0
2018-03-10,7,0,66,15,-85.1,-100.0,-24.14,-46.43
2018-03-11,3,0,56,23,-57.13,0.0,-15.15,53.33
2018-03-12,49,0,89,13,1532.82,0.0,58.93,-43.48
2018-03-13,49,0,89,20,0.0,0.0,0.0,53.84
2018-03-14,49,0,90,40,0.0,0.0,1.12,100.0
2018-03-15,46,0,90,40,-6.12,0.0,0.0,0.0
2018-03-16,45,0,88,27,-2.17,0.0,-2.22,-32.5
2018-03-17,6,0,62,15,-86.66,0.0,-29.55,-44.44
2018-03-18,5,0,53,7,-16.66,0.0,-14.52,-53.33
2018-03-19,46,0,81,40,819.84,0.0,52.83,471.36
2018-03-20,49,30,88,20,6.52,3000000.0,8.64,-50.0
2018-03-21,48,0,90,34,-2.04,-100.0,2.27,70.0
2018-03-22,47,31,87,67,-2.08,3100000.0,-3.33,97.06
2018-03-23,49,32,83,21,4.26,3.23,-4.6,-68.66
2018-03-24,5,0,65,23,-89.79,-100.0,-21.69,9.52
2018-03-25,3,0,58,16,-39.99,0.0,-10.77,-30.43
2018-03-26,47,0,85,20,1466.18,0.0,46.55,25.0
2018-03-27,50,0,86,20,6.38,0.0,1.18,0.0
2018-03-28,49,0,84,7,-2.0,0.0,-2.33,-65.0
2018-03-29,40,0,70,14,-18.37,0.0,-16.67,99.99
2018-03-30,14,0,56,8,-65.0,0.0,-20.0,-42.85
2018-03-31,4,0,57,0,-71.42,0.0,1.79,-99.99
2018-04-01,3,0,52,16,-24.99,0.0,-8.77,1600000.0
2018-04-02,27,0,90,14,799.73,0.0,73.08,-12.5
2018-04-03,46,0,96,7,70.37,0.0,6.67,-50.0
2018-04-04,44,0,91,20,-4.35,0.0,-5.21,185.69
2018-04-05,54,0,90,20,22.73,0.0,-1.1,0.0
2018-04-06,59,0,88,14,9.26,0.0,-2.22,-30.0
2018-04-07,7,0,65,8,-88.13,0.0,-26.14,-42.85
2018-04-08,4,0,57,15,-42.85,0.0,-12.31,87.49
2018-04-09,51,0,92,47,1174.71,0.0,61.4,213.32
2018-04-10,54,60,93,20,5.88,6000000.0,1.09,-57.45
2018-04-11,47,0,91,27,-12.96,-100.0,-2.15,35.0
2018-04-12,44,0,88,27,-6.38,0.0,-3.3,0.0
2018-04-13,53,0,86,28,20.45,0.0,-2.27,3.7
2018-04-14,5,0,64,31,-90.56,0.0,-25.58,10.71
2018-04-15,4,0,54,46,-20.0,0.0,-15.62,48.39
2018-04-16,44,0,91,39,999.75,0.0,68.52,-15.22
2018-04-17,49,0,92,46,11.36,0.0,1.1,17.95
2018-04-18,51,0,86,28,4.08,0.0,-6.52,-39.13
2018-04-19,54,0,86,14,5.88,0.0,0.0,-50.0
2018-04-20,53,33,87,15,-1.85,3300000.0,1.16,7.14
2018-04-21,7,0,64,24,-86.79,-100.0,-26.44,60.0
2018-04-22,4,0,53,16,-42.85,0.0,-17.19,-33.33
2018-04-23,46,32,87,55,1049.74,3200000.0,64.15,243.73
2018-04-24,48,0,89,20,4.35,-100.0,2.3,-63.64
2018-04-25,50,0,83,14,4.17,0.0,-6.74,-30.0
2018-04-26,48,0,89,7,-4.0,0.0,7.23,-50.0
2018-04-27,50,0,89,0,4.17,0.0,0.0,-99.99
2018-04-28,5,0,69,8,-90.0,0.0,-22.47,800000.0
2018-04-29,4,0,56,8,-20.0,0.0,-18.84,0.0
2018-04-30,48,0,86,21,1099.73,0.0,53.57,162.48
2018-05-01,12,0,66,37,-75.0,0.0,-23.26,76.19
2018-05-02,51,0,91,21,324.97,0.0,37.88,-43.24
2018-05-03,48,31,92,14,-5.88,3100000.0,1.1,-33.33
2018-05-04,55,0,87,22,14.58,-100.0,-5.43,57.14
2018-05-05,6,0,67,24,-89.09,0.0,-22.99,9.09
2018-05-06,4,0,58,40,-33.33,0.0,-13.43,66.66
2018-05-07,48,0,89,14,1099.73,0.0,53.45,-65.0
2018-05-08,50,0,95,21,4.17,0.0,6.74,50.0
2018-05-09,57,0,91,7,14.0,0.0,-4.21,-66.66
2018-05-10,52,32,86,43,-8.77,3200000.0,-5.49,514.21
2018-05-11,56,0,88,44,7.69,-100.0,2.33,2.33
2018-05-12,6,0,62,24,-89.28,0.0,-29.55,-45.45
2018-05-13,4,0,49,0,-33.33,0.0,-20.97,-100.0
2018-05-14,51,0,88,56,1174.71,0.0,79.59,5600000.0
2018-05-15,50,0,96,34,-1.96,0.0,9.09,-39.29
2018-05-16,46,0,92,49,-8.0,0.0,-4.17,44.12
2018-05-17,47,0,92,35,2.17,0.0,0.0,-28.57
2018-05-18,48,0,87,7,2.13,0.0,-5.43,-80.0
2018-05-19,6,0,65,40,-87.5,0.0,-25.29,471.36
2018-05-20,4,0,56,16,-33.33,0.0,-13.85,-60.0
2018-05-21,47,0,88,21,1074.73,0.0,57.14,31.25
2018-05-22,49,0,93,35,4.26,0.0,5.68,66.66
2018-05-23,50,0,88,62,2.04,0.0,-5.38,77.14
2018-05-24,54,0,85,36,8.0,0.0,-3.41,-41.93
2018-05-25,56,0,82,30,3.7,0.0,-3.53,-16.67
2018-05-26,7,0,63,16,-87.5,0.0,-23.17,-46.67
2018-05-27,5,0,53,8,-28.57,0.0,-15.87,-50.0
2018-05-28,51,0,91,35,919.82,0.0,71.7,337.46
2018-05-29,59,0,89,21,15.69,0.0,-2.2,-40.0
2018-05-30,60,0,88,69,1.69,0.0,-1.12,228.56
2018-05-31,85,33,84,65,41.67,3300000.0,-4.55,-5.8
2018-06-01,100,0,89,22,17.65,-100.0,5.95,-66.15
2018-06-02,8,0,64,16,-92.0,0.0,-28.09,-27.27
2018-06-03,7,0,57,16,-12.5,0.0,-10.94,0.0
2018-06-04,58,0,86,21,728.47,0.0,50.88,31.25
2018-06-05,56,0,94,35,-3.45,0.0,9.3,66.66
2018-06-06,60,0,90,34,7.14,0.0,-4.26,-2.86
2018-06-07,57,0,89,21,-5.0,0.0,-1.11,-38.23
2018-06-08,55,100,88,0,-3.51,10000000.0,-1.12,-100.0
2018-06-09,7,0,68,24,-87.27,-100.0,-22.73,2400000.0
2018-06-10,4,0,52,8,-42.85,0.0,-23.53,-66.66
2018-06-11,55,0,90,34,1274.68,0.0,73.08,324.96
2018-06-12,58,58,90,45,5.45,5800000.0,0.0,32.35
2018-06-13,54,0,90,7,-6.9,-100.0,0.0,-84.44
2018-06-14,57,0,86,21,5.56,0.0,-4.44,199.97
2018-06-15,53,0,84,30,-7.02,0.0,-2.33,42.86
2018-06-16,5,0,57,32,-90.56,0.0,-32.14,6.67
2018-06-17,5,0,49,8,0.0,0.0,-14.03,-75.0
2018-06-18,50,32,84,21,899.82,3200000.0,71.43,162.48
2018-06-19,49,0,87,27,-2.0,-100.0,3.57,28.57
2018-06-20,51,0,86,28,4.08,0.0,-1.15,3.7
2018-06-21,50,0,82,7,-1.96,0.0,-4.65,-75.0
2018-06-22,45,0,79,36,-10.0,0.0,-3.66,414.23
2018-06-23,6,0,61,40,-86.66,0.0,-22.78,11.11
2018-06-24,3,0,51,32,-49.99,0.0,-16.39,-20.0
2018-06-25,46,0,85,48,1432.86,0.0,66.67,50.0
2018-06-26,46,0,82,48,0.0,0.0,-3.53,0.0
2018-06-27,54,0,77,75,17.39,0.0,-6.1,56.25
2018-06-28,48,0,85,21,-11.11,0.0,10.39,-72.0
2018-06-29,51,34,85,22,6.25,3400000.0,0.0,4.76
2018-06-30,7,0,58,16,-86.27,-100.0,-31.76,-27.27
2018-07-01,4,0,55,32,-42.85,0.0,-5.17,99.99
2018-07-02,46,0,76,34,1049.74,0.0,38.18,6.25
2018-07-03,45,0,88,14,-2.17,0.0,15.79,-58.82
2018-07-04,57,0,93,22,26.67,0.0,5.68,57.14
2018-07-05,55,0,85,29,-3.51,0.0,-8.6,31.82
2018-07-06,50,0,79,35,-9.09,0.0,-7.06,20.69
2018-07-07,7,0,62,39,-86.0,0.0,-21.52,11.43
2018-07-08,4,0,58,16,-42.85,0.0,-6.45,-58.97
2018-07-09,53,0,85,27,1224.69,0.0,46.55,68.75
2018-07-10,51,0,90,20,-3.77,0.0,5.88,-25.92
2018-07-11,47,0,91,26,-7.84,0.0,1.11,30.0
2018-07-12,48,0,90,57,2.13,0.0,-1.1,119.23
2018-07-13,49,0,90,22,2.08,0.0,0.0,-61.4
2018-07-14,5,0,64,33,-89.79,0.0,-28.89,50.0
2018-07-15,3,0,48,16,-39.99,0.0,-25.0,-51.51
2018-07-16,46,0,91,28,1432.86,0.0,89.58,75.0
2018-07-17,45,0,93,14,-2.17,0.0,2.2,-50.0
2018-07-18,48,0,93,29,6.67,0.0,0.0,107.14
2018-07-19,45,0,89,14,-6.25,0.0,-4.3,-51.72
2018-07-20,43,0,85,7,-4.44,0.0,-4.49,-50.0
2018-07-21,5,0,66,0,-88.37,0.0,-22.35,-99.99
2018-07-22,4,0,57,25,-20.0,0.0,-13.64,2500000.0
2018-07-23,44,0,90,43,999.75,0.0,57.89,72.0
2018-07-24,45,0,89,14,2.27,0.0,-1.11,-67.44
2018-07-25,46,0,90,21,2.22,0.0,1.12,50.0
2018-07-26,52,0,100,43,13.04,0.0,11.11,104.76
2018-07-27,51,0,92,29,-1.92,0.0,-8.0,-32.56
2018-07-28,6,0,69,8,-88.23,0.0,-25.0,-72.41
2018-07-29,3,0,57,16,-49.99,0.0,-17.39,99.99
2018-07-30,49,0,89,42,1532.82,0.0,56.14,162.49
2018-07-31,50,0,94,41,2.04,0.0,5.62,-2.38
2018-08-01,43,0,94,28,-14.0,0.0,0.0,-31.71
2018-08-02,45,0,89,20,4.65,0.0,-5.32,-28.57
2018-08-03,43,0,89,22,-4.44,0.0,0.0,10.0
2018-08-04,6,0,68,16,-86.04,0.0,-23.6,-27.27
2018-08-05,5,0,56,8,-16.66,0.0,-17.65,-50.0
2018-08-06,41,0,88,27,719.86,0.0,57.14,237.47
2018-08-07,42,0,87,13,2.44,0.0,-1.14,-51.85
2018-08-08,45,0,91,21,7.14,0.0,4.6,61.53
2018-08-09,45,32,93,28,0.0,3200000.0,2.2,33.33
2018-08-10,49,0,89,7,8.89,-100.0,-4.3,-75.0
2018-08-11,6,0,69,24,-87.75,0.0,-22.47,242.82
2018-08-12,4,0,54,8,-33.33,0.0,-21.74,-66.66
2018-08-13,45,0,90,0,1024.74,0.0,66.67,-99.99
2018-08-14,43,0,89,14,-4.44,0.0,-1.11,1400000.0
2018-08-15,32,0,84,28,-25.58,0.0,-5.62,99.99
2018-08-16,48,0,90,28,50.0,0.0,7.14,0.0
2018-08-17,44,32,79,28,-8.33,3200000.0,-12.22,0.0
2018-08-18,6,0,67,24,-86.36,-100.0,-15.19,-14.29
2018-08-19,5,0,55,16,-16.66,0.0,-17.91,-33.33
2018-08-20,42,0,80,21,739.85,0.0,45.45,31.25
2018-08-21,44,0,91,56,4.76,0.0,13.75,166.66
2018-08-22,47,0,90,14,6.82,0.0,-1.1,-75.0
2018-08-23,47,0,87,56,0.0,0.0,-3.33,299.98
2018-08-24,47,0,85,94,0.0,0.0,-2.3,67.86
2018-08-25,5,0,67,40,-89.36,0.0,-21.18,-57.45
2018-08-26,6,0,56,40,20.0,0.0,-16.42,0.0
2018-08-27,45,0,87,69,649.89,0.0,55.36,72.5
2018-08-28,43,0,93,41,-4.44,0.0,6.9,-40.58
2018-08-29,47,0,90,48,9.3,0.0,-3.23,17.07
2018-08-30,44,0,84,68,-6.38,0.0,-6.67,41.67
2018-08-31,44,33,85,50,0.0,3300000.0,1.19,-26.47
2018-09-01,6,0,66,23,-86.36,-100.0,-22.35,-54.0
2018-09-02,4,0,58,15,-33.33,0.0,-12.12,-34.78
2018-09-03,45,0,92,63,1024.74,0.0,58.62,319.98
2018-09-04,45,0,92,68,0.0,0.0,0.0,7.94
2018-09-05,45,0,89,33,0.0,0.0,-3.26,-51.47
2018-09-06,46,0,85,27,2.22,0.0,-4.49,-18.18
2018-09-07,50,0,77,14,8.7,0.0,-9.41,-48.15
2018-09-08,7,0,61,16,-86.0,0.0,-20.78,14.28
2018-09-09,4,0,51,38,-42.85,0.0,-16.39,137.49
2018-09-10,48,0,85,53,1099.73,0.0,66.67,39.47
2018-09-11,45,0,90,34,-6.25,0.0,5.88,-35.85
2018-09-12,46,0,86,27,2.22,0.0,-4.44,-20.59
2018-09-13,51,0,84,7,10.87,0.0,-2.33,-74.07
2018-09-14,47,0,86,7,-7.84,0.0,2.38,0.0
2018-09-15,6,0,65,24,-87.23,0.0,-24.42,242.82
2018-09-16,5,0,50,31,-16.66,0.0,-23.08,29.17
2018-09-17,50,0,84,48,899.82,0.0,68.0,54.84
2018-09-18,47,0,87,33,-6.0,0.0,3.57,-31.25
2018-09-19,49,0,84,20,4.26,0.0,-3.45,-39.39
2018-09-20,53,0,85,27,8.16,0.0,1.19,35.0
2018-09-21,53,0,81,63,0.0,0.0,-4.71,133.33
2018-09-22,7,0,61,31,-86.79,0.0,-24.69,-50.79
2018-09-23,5,0,54,23,-28.57,0.0,-11.48,-25.81
2018-09-24,46,0,85,7,819.84,0.0,57.41,-69.56
2018-09-25,53,0,85,80,15.22,0.0,0.0,1042.71
2018-09-26,48,31,86,20,-9.43,3100000.0,1.18,-75.0
2018-09-27,47,0,83,27,-2.08,-100.0,-3.49,35.0
2018-09-28,48,0,85,35,2.13,0.0,2.41,29.63
2018-09-29,6,0,61,31,-87.5,0.0,-28.23,-11.43
2018-09-30,4,0,52,61,-33.33,0.0,-14.75,96.77
2018-10-01,46,0,85,60,1049.74,0.0,63.46,-1.64
2018-10-02,45,0,85,100,-2.17,0.0,0.0,66.67
2018-10-03,46,0,87,54,2.22,0.0,2.35,-46.0
2018-10-04,46,32,83,48,0.0,3200000.0,-4.6,-11.11
2018-10-05,46,0,84,43,0.0,-100.0,1.2,-10.42
2018-10-06,5,0,62,31,-89.13,0.0,-26.19,-27.91
2018-10-07,3,0,47,30,-39.99,0.0,-24.19,-3.23
2018-10-08,44,0,82,54,1366.21,0.0,74.47,80.0
2018-10-09,46,0,85,53,4.55,0.0,3.66,-1.85
2018-10-10,50,31,85,41,8.7,3100000.0,0.0,-22.64
2018-10-11,70,0,91,39,40.0,-100.0,7.06,-4.88
2018-10-11,70,0,91,41,0.0,0.0,0.0,5.13
2018-10-11,70,0,83,39,0.0,0.0,-8.79,-4.88
2018-10-11,70,0,83,41,0.0,0.0,0.0,5.13
2018-10-11,70,0,91,39,0.0,0.0,9.64,-4.88
2018-10-11,70,0,91,41,0.0,0.0,0.0,5.13
2018-10-11,70,0,83,39,0.0,0.0,-8.79,-4.88
2018-10-11,70,0,83,41,0.0,0.0,0.0,5.13
2018-10-11,54,0,91,39,-22.86,0.0,9.64,-4.88
2018-10-11,54,0,91,41,0.0,0.0,0.0,5.13
2018-10-11,54,0,83,39,0.0,0.0,-8.79,-4.88
2018-10-11,54,0,83,41,0.0,0.0,0.0,5.13
2018-10-11,54,0,91,39,0.0,0.0,9.64,-4.88
2018-10-11,54,0,91,41,0.0,0.0,0.0,5.13
2018-10-11,54,0,83,39,0.0,0.0,-8.79,-4.88
2018-10-11,54,0,83,41,0.0,0.0,0.0,5.13
2018-10-12,41,0,80,40,-24.07,0.0,-3.61,-2.44
2018-10-13,8,0,66,22,-80.49,0.0,-17.5,-45.0
2018-10-14,7,0,59,30,-12.5,0.0,-10.61,36.36
2018-10-15,68,0,92,44,871.3,0.0,55.93,46.67
2018-10-16,71,0,97,19,4.41,0.0,5.43,-56.82
2018-10-17,71,0,98,6,0.0,0.0,1.03,-68.42
2018-10-18,83,0,96,20,16.9,0.0,-2.04,233.29
2018-10-19,87,52,90,33,4.82,5200000.0,-6.25,65.0
2018-10-20,12,0,69,44,-86.21,-100.0,-23.33,33.33
2018-10-21,6,0,56,51,-50.0,0.0,-18.84,15.91
2018-10-22,78,0,93,69,1199.8,0.0,66.07,35.29
2018-10-23,71,0,92,50,-8.97,0.0,-1.08,-27.54
2018-10-24,69,0,88,44,-2.82,0.0,-4.35,-12.0
